CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Tenure_Group,R_Score,F_Score,M_Score,RFM_Score
52982,0,10,Mobile Phone,1,10,Cash on Delivery,Male,2,4,Laptop & Accessory,4,Single,6,0,13,7,8,8,169.85,Stable (6-12 months),1,3,2,6
52983,0,5,Computer,3,12,E wallet,Female,3,4,Mobile Phone,4,Married,3,0,12,1,3,3,152.89,Recent (3-6 months),2,3,2,7
52984,1,1,Mobile Phone,3,11,E wallet,Male,3,5,Laptop & Accessory,2,Single,3,1,13,8,8,5,183.28,New (< 3 months),2,3,3,8
52985,0,11,Computer,1,16,Credit Card,Male,3,4,Mobile Phone,2,Divorced,3,1,13,1,2,3,148.26,Stable (6-12 months),2,2,1,5
52986,0,16,Computer,3,33,E wallet,Female,4,4,Grocery,4,Divorced,7,0,15,3,3,9,260.25,Loyal (12+ months),1,3,3,7
52987,1,1,Mobile Phone,1,10,Debit Card,Male,3,4,Mobile Phone,3,Single,3,0,14,1,2,1,139.2,New (< 3 months),3,2,1,6
52988,0,9,Mobile Phone,3,23,E wallet,Male,4,4,Fashion,4,Divorced,2,0,16,4,7,10,205.2,Stable (6-12 months),1,3,3,7
52989,0,10,Computer,1,25,Debit Card,Male,3,3,Mobile Phone,2,Divorced,6,0,19,1,2,1,161.88,Stable (6-12 months),3,2,2,7
52990,0,25,Mobile Phone,1,9,Credit Card,Male,3,6,Laptop & Accessory,4,Married,7,0,19,1,2,3,179.82,Loyal (12+ months),2,2,2,6
52991,0,15,Mobile Phone,3,9,Debit Card,Male,3,4,Grocery,4,Single,3,0,20,2,2,5,285.15,Loyal (12+ months),2,2,3,7
52992,0,1,Mobile Phone,3,17,Credit Card,Female,4,5,Mobile Phone,3,Single,3,0,13,2,2,1,137.0,New (< 3 months),3,2,1,6
52993,0,2,Mobile Phone,1,23,Credit Card,Male,4,3,Laptop & Accessory,5,Single,2,0,20,1,2,8,181.61,New (< 3 months),1,2,3,6
52994,0,5,Mobile Phone,3,14,Cash on Delivery,Male,4,3,Laptop & Accessory,2,Divorced,6,0,12,4,8,8,194.29,Recent (3-6 months),1,3,3,7
52995,0,13,Mobile Phone,1,7,Credit Card,Male,3,3,Fashion,2,Married,2,0,18,4,4,5,221.13,Loyal (12+ months),2,3,3,8
52996,0,10,Computer,1,31,Debit Card,Female,3,4,Laptop & Accessory,4,Divorced,9,0,16,1,2,9,181.74,Stable (6-12 months),1,2,3,6
52997,0,6,Mobile Phone,3,14,Debit Card,Male,4,5,Laptop & Accessory,3,Divorced,3,0,15,2,5,9,179.84,Recent (3-6 months),1,3,2,6
52998,0,12,Mobile Phone,1,32,Debit Card,Female,3,5,Fashion,4,Divorced,5,0,18,2,3,2,245.61,Stable (6-12 months),3,3,3,9
52999,0,31,Computer,1,7,Debit Card,Male,3,6,Laptop & Accessory,3,Married,4,1,14,2,2,3,181.6,Loyal (12+ months),2,2,3,7
53000,0,5,Mobile Phone,1,12,Cash on Delivery,Male,3,4,Mobile Phone,2,Divorced,2,1,13,1,2,4,173.21,Recent (3-6 months),2,2,2,6
53001,0,5,Mobile Phone,2,9,UPI,Male,4,5,Laptop & Accessory,5,Divorced,5,0,13,1,2,1,189.1,Recent (3-6 months),3,2,3,8
53002,0,19,Computer,1,14,Debit Card,Male,4,4,Fashion,5,Married,3,0,19,6,10,12,177.1,Loyal (12+ months),1,3,2,6
53003,0,5,Mobile Phone,1,9,Debit Card,Male,3,4,Mobile Phone,2,Married,2,1,19,2,3,3,151.95,Recent (3-6 months),2,3,2,7
53004,0,7,Computer,1,12,Debit Card,Female,4,4,Fashion,4,Divorced,8,0,12,3,3,9,243.77999999999997,Stable (6-12 months),1,3,3,7
53005,0,13,Mobile Phone,1,17,Credit Card,Male,3,4,Grocery,5,Divorced,3,1,16,12,12,11,295.68,Loyal (12+ months),1,3,3,7
53006,0,17,Computer,1,17,Debit Card,Female,3,4,Mobile Phone,2,Single,2,0,20,1,2,8,149.55,Loyal (12+ months),1,2,1,4
53007,0,23,Mobile Phone,1,7,Cash on Delivery,Female,3,5,Grocery,3,Single,9,1,13,2,2,8,264.64,Loyal (12+ months),1,2,3,6
53008,1,16,Mobile Phone,1,15,Credit Card,Male,3,5,Laptop & Accessory,4,Divorced,4,0,16,8,8,8,174.41,Loyal (12+ months),1,3,2,6
53009,0,1,Mobile Phone,1,12,Debit Card,Female,3,4,Mobile Phone,4,Single,3,1,13,1,2,3,149.78,New (< 3 months),2,2,1,5
53010,0,6,Mobile Phone,3,15,Cash on Delivery,Female,4,5,Laptop & Accessory,4,Divorced,3,1,12,7,12,10,177.28,Recent (3-6 months),1,3,2,6
53011,0,1,Mobile Phone,3,9,Debit Card,Male,4,4,Laptop & Accessory,3,Single,3,1,12,2,2,5,169.78,New (< 3 months),2,2,2,6
53012,0,5,Mobile Phone,3,14,E wallet,Male,4,4,Laptop & Accessory,2,Married,6,0,13,1,2,8,200.47,Recent (3-6 months),1,2,3,6
53013,0,6,Mobile Phone,1,9,Credit Card,Female,4,3,Laptop & Accessory,2,Single,9,0,17,2,2,8,175.55,Recent (3-6 months),1,2,2,5
53014,1,1,Mobile Phone,1,9,Credit Card,Male,3,6,Mobile Phone,2,Divorced,7,1,14,3,3,3,159.64,New (< 3 months),2,3,2,7
53015,0,4,Mobile Phone,1,35,Credit Card,Female,4,4,Laptop & Accessory,2,Divorced,3,0,14,1,2,10,182.75,Recent (3-6 months),1,2,3,6
53016,0,5,Computer,1,14,Debit Card,Female,3,5,Fashion,3,Divorced,3,0,25,4,9,5,214.43,Recent (3-6 months),2,3,3,8
53017,0,13,Computer,1,6,Credit Card,Male,3,5,Others,2,Divorced,3,0,16,10,14,4,317.72,Loyal (12+ months),2,3,3,8
53018,1,3,Mobile Phone,3,10,Credit Card,Female,3,4,Laptop & Accessory,3,Divorced,6,1,19,2,2,1,177.38,New (< 3 months),3,2,2,7
53019,0,7,Computer,3,17,E wallet,Male,3,5,Laptop & Accessory,2,Single,5,0,15,2,2,2,171.82,Stable (6-12 months),3,2,2,7
53020,0,21,Mobile Phone,1,12,Debit Card,Male,3,4,Others,3,Divorced,6,0,16,1,2,2,308.0,Loyal (12+ months),3,2,3,8
53021,0,17,Computer,1,17,Debit Card,Female,3,5,Laptop & Accessory,3,Married,3,0,12,1,2,1,177.57,Loyal (12+ months),3,2,2,7
53022,0,1,Computer,3,7,E wallet,Male,4,4,Laptop & Accessory,4,Divorced,2,1,14,1,2,5,188.49,New (< 3 months),2,2,3,7
53023,0,28,Computer,1,27,Debit Card,Female,3,4,Laptop & Accessory,3,Single,5,0,13,2,2,4,173.69,Loyal (12+ months),2,2,2,6
53024,0,17,Mobile Phone,1,14,Debit Card,Female,3,4,Fashion,5,Divorced,10,0,17,2,2,5,224.85,Loyal (12+ months),2,2,3,7
53025,0,19,Mobile Phone,1,15,UPI,Male,4,4,Laptop & Accessory,2,Divorced,11,0,15,8,10,9,161.97,Loyal (12+ months),1,3,2,6
53026,0,14,Mobile Phone,3,7,Credit Card,Male,3,6,Laptop & Accessory,2,Divorced,4,1,23,2,2,3,199.57,Loyal (12+ months),2,2,3,7
53027,1,1,Mobile Phone,1,15,UPI,Male,4,6,Mobile Phone,5,Divorced,3,1,12,2,2,8,146.19,New (< 3 months),1,2,1,4
53028,0,3,Mobile Phone,1,16,UPI,Male,2,5,Mobile Phone,2,Single,2,0,18,3,3,3,164.83,New (< 3 months),2,3,2,7
53029,0,4,Mobile Phone,3,12,E wallet,Female,2,5,Laptop & Accessory,3,Married,3,0,14,1,2,3,186.18,Recent (3-6 months),2,2,3,7
53030,0,1,Mobile Phone,3,15,E wallet,Female,3,4,Laptop & Accessory,4,Divorced,3,0,19,1,2,8,187.14,New (< 3 months),1,2,3,6
53031,0,11,Mobile Phone,1,12,Credit Card,Male,4,4,Laptop & Accessory,2,Married,9,0,17,1,2,5,188.47,Stable (6-12 months),2,2,3,7
53032,0,12,Mobile Phone,1,22,Debit Card,Male,4,5,Fashion,2,Married,2,1,15,2,3,10,240.10000000000002,Stable (6-12 months),1,3,3,7
53033,0,5,Mobile Phone,1,14,Credit Card,Female,3,4,Fashion,2,Single,3,1,15,3,5,11,196.43,Recent (3-6 months),1,3,3,7
53034,0,3,Mobile Phone,3,17,E wallet,Female,3,5,Laptop & Accessory,4,Married,3,1,15,1,2,8,207.68,New (< 3 months),1,2,3,6
53035,0,9,Mobile Phone,1,12,Cash on Delivery,Male,4,4,Fashion,4,Single,2,0,14,1,2,14,205.95,Stable (6-12 months),1,2,3,6
53036,0,1,Mobile Phone,1,33,Debit Card,Male,3,4,Mobile Phone,2,Married,3,0,13,2,2,3,154.04,New (< 3 months),2,2,2,6
53037,0,15,Mobile Phone,1,13,Credit Card,Male,4,5,Laptop & Accessory,4,Single,8,1,16,2,2,3,185.32,Loyal (12+ months),2,2,3,7
53038,0,21,Computer,3,11,Credit Card,Male,3,4,Laptop & Accessory,3,Single,5,0,20,1,2,1,154.76,Loyal (12+ months),3,2,2,7
53039,0,16,Mobile Phone,1,30,Debit Card,Female,3,4,Grocery,2,Single,4,0,15,2,2,1,284.92,Loyal (12+ months),3,2,3,8
53040,0,3,Computer,3,9,Debit Card,Male,4,4,Laptop & Accessory,3,Divorced,3,0,15,2,2,3,171.49,New (< 3 months),2,2,2,6
53041,0,16,Mobile Phone,2,9,Cash on Delivery,Male,3,4,Mobile Phone,3,Married,2,1,12,2,2,1,151.96,Loyal (12+ months),3,2,2,7
53042,0,6,Mobile Phone,1,9,Credit Card,Female,4,4,Mobile Phone,4,Divorced,3,0,14,1,2,8,148.7,Recent (3-6 months),1,2,1,4
53043,0,22,Mobile Phone,3,36,Credit Card,Female,4,4,Fashion,3,Divorced,5,0,22,1,3,1,250.04000000000002,Loyal (12+ months),3,3,3,9
53044,0,11,Mobile Phone,1,13,Credit Card,Male,3,3,Laptop & Accessory,5,Married,6,1,14,3,7,8,184.74,Stable (6-12 months),1,3,3,7
53045,0,4,Computer,3,32,Cash on Delivery,Female,3,4,Laptop & Accessory,3,Divorced,9,1,13,2,3,3,172.36,Recent (3-6 months),2,3,2,7
53046,0,1,Mobile Phone,3,7,Debit Card,Male,3,4,Laptop & Accessory,3,Divorced,3,0,18,3,8,8,177.96,New (< 3 months),1,3,2,6
53047,0,16,Mobile Phone,1,9,UPI,Male,4,5,Laptop & Accessory,2,Single,5,0,24,1,2,1,192.81,Loyal (12+ months),3,2,3,8
53048,1,1,Computer,3,7,Cash on Delivery,Female,3,5,Mobile Phone,4,Single,3,1,12,2,2,3,146.74,New (< 3 months),2,2,1,5
53049,0,10,Computer,3,7,Credit Card,Female,3,4,Laptop & Accessory,2,Single,6,0,16,2,2,1,191.53,Stable (6-12 months),3,2,3,8
53050,0,10,Computer,3,10,Credit Card,Male,3,5,Fashion,2,Divorced,6,0,12,1,2,5,221.99,Stable (6-12 months),2,2,3,7
53051,0,31,Mobile Phone,1,7,Credit Card,Male,3,4,Laptop & Accessory,3,Divorced,4,0,12,2,2,3,192.55,Loyal (12+ months),2,2,3,7
53052,0,14,Mobile Phone,1,17,Debit Card,Female,3,3,Mobile Phone,3,Divorced,5,1,14,1,2,8,147.13,Loyal (12+ months),1,2,1,4
53053,0,1,Computer,3,16,Credit Card,Male,3,4,Mobile Phone,2,Single,3,0,25,1,3,3,151.1,New (< 3 months),2,3,2,7
53054,1,1,Mobile Phone,3,12,E wallet,Female,3,4,Mobile Phone,3,Single,3,1,14,2,2,1,153.51,New (< 3 months),3,2,2,7
53055,0,11,Mobile Phone,1,17,Credit Card,Female,4,4,Mobile Phone,5,Divorced,8,0,21,2,2,4,159.52,Stable (6-12 months),2,2,2,6
53056,0,20,Computer,1,14,Credit Card,Female,2,4,Laptop & Accessory,3,Divorced,4,0,15,1,2,1,177.58,Loyal (12+ months),3,2,2,7
53057,1,5,Computer,3,11,E wallet,Male,3,4,Laptop & Accessory,4,Single,3,0,19,8,8,5,218.55,Recent (3-6 months),2,3,3,8
53058,0,24,Mobile Phone,1,17,Cash on Delivery,Male,4,5,Fashion,2,Single,8,0,16,1,2,5,229.96,Loyal (12+ months),2,2,3,7
53059,1,4,Mobile Phone,3,29,E wallet,Male,4,5,Laptop & Accessory,3,Divorced,4,1,13,2,2,1,188.8,Recent (3-6 months),3,2,3,8
53060,0,5,Mobile Phone,1,16,Debit Card,Male,3,5,Mobile Phone,4,Single,2,1,17,2,3,3,151.57,Recent (3-6 months),2,3,2,7
53061,1,1,Mobile Phone,3,19,Debit Card,Female,3,3,Mobile Phone,4,Single,3,0,16,1,2,1,152.16,New (< 3 months),3,2,2,7
53062,0,3,Mobile Phone,1,30,Debit Card,Male,3,4,Mobile Phone,2,Single,11,0,17,2,2,3,147.01,New (< 3 months),2,2,1,5
53063,0,9,Mobile Phone,1,16,Debit Card,Male,4,5,Laptop & Accessory,4,Single,11,0,20,2,2,1,190.4,Stable (6-12 months),3,2,3,8
53064,0,1,Mobile Phone,1,7,Credit Card,Male,3,4,Mobile Phone,4,Married,3,0,12,1,2,5,163.16,New (< 3 months),2,2,2,6
53065,0,2,Mobile Phone,3,16,Debit Card,Male,4,4,Laptop & Accessory,2,Single,3,0,17,2,2,8,177.53,New (< 3 months),1,2,2,5
53066,0,23,Mobile Phone,1,14,UPI,Male,3,5,Fashion,3,Single,10,0,25,2,2,1,170.0,Loyal (12+ months),3,2,2,7
53067,0,25,Mobile Phone,3,21,Debit Card,Female,3,4,Laptop & Accessory,2,Divorced,6,0,12,1,2,8,174.36,Loyal (12+ months),1,2,2,5
53068,0,10,Mobile Phone,1,9,Debit Card,Female,4,4,Mobile Phone,3,Divorced,6,0,14,2,3,3,150.43,Stable (6-12 months),2,3,2,7
53069,1,1,Computer,3,26,E wallet,Male,4,3,Laptop & Accessory,2,Single,10,1,14,2,2,5,178.04,New (< 3 months),2,2,2,6
53070,0,29,Mobile Phone,1,9,Debit Card,Female,4,4,Grocery,2,Single,4,1,14,2,2,3,291.59,Loyal (12+ months),2,2,3,7
53071,0,1,Mobile Phone,3,17,E wallet,Female,4,4,Laptop & Accessory,3,Married,3,1,13,1,2,4,167.6,New (< 3 months),2,2,2,6
53072,0,4,Mobile Phone,3,9,Cash on Delivery,Male,4,4,Mobile Phone,4,Divorced,3,0,19,2,2,1,149.76,Recent (3-6 months),3,2,1,6
53073,1,1,Computer,1,10,Cash on Delivery,Male,4,4,Mobile Phone,5,Single,2,0,23,1,2,5,156.02,New (< 3 months),2,2,2,6
53074,0,1,Mobile Phone,1,18,Credit Card,Female,3,4,Mobile Phone,4,Divorced,3,0,14,2,2,3,147.44,New (< 3 months),2,2,1,5
53075,0,10,Mobile Phone,3,9,Credit Card,Male,4,5,Fashion,3,Divorced,3,0,14,10,10,1,200.96,Stable (6-12 months),3,3,3,9
53077,0,11,Mobile Phone,1,21,Debit Card,Female,4,4,Mobile Phone,5,Married,3,0,13,4,13,18,155.34,Stable (6-12 months),1,3,2,6
53078,0,14,Mobile Phone,3,9,E wallet,Female,3,4,Laptop & Accessory,4,Married,9,0,13,1,2,4,182.15,Loyal (12+ months),2,2,3,7
53079,0,16,Mobile Phone,1,7,Debit Card,Female,4,4,Mobile Phone,5,Married,5,0,17,2,2,3,150.76,Loyal (12+ months),2,2,2,6
53080,0,11,Mobile Phone,1,17,Debit Card,Male,3,4,Laptop & Accessory,4,Single,4,1,13,1,2,2,166.97,Stable (6-12 months),3,2,2,7
53081,0,17,Mobile Phone,1,19,Debit Card,Male,3,5,Grocery,4,Married,3,0,12,2,4,10,268.36,Loyal (12+ months),1,3,3,7
53082,0,14,Mobile Phone,1,9,Credit Card,Female,4,5,Laptop & Accessory,3,Divorced,8,0,23,2,2,1,159.48,Loyal (12+ months),3,2,2,7
53083,0,28,Mobile Phone,1,12,Credit Card,Male,3,4,Others,5,Divorced,6,0,16,2,2,3,319.06,Loyal (12+ months),2,2,3,7
53084,0,8,Computer,3,11,E wallet,Female,4,4,Laptop & Accessory,3,Divorced,11,0,16,2,2,3,190.38,Stable (6-12 months),2,2,3,7
53085,0,5,Mobile Phone,1,14,Credit Card,Female,3,4,Laptop & Accessory,5,Divorced,3,0,13,4,4,13,168.06,Recent (3-6 months),1,3,2,6
53086,0,17,Computer,1,28,Credit Card,Male,4,4,Mobile Phone,2,Divorced,9,0,21,1,2,3,147.58,Loyal (12+ months),2,2,1,5
53087,0,17,Mobile Phone,1,15,UPI,Female,4,4,Laptop & Accessory,3,Married,6,1,15,1,2,3,170.22,Loyal (12+ months),2,2,2,6
53088,0,1,Mobile Phone,3,11,Debit Card,Female,3,5,Laptop & Accessory,2,Single,3,1,12,1,2,4,169.87,New (< 3 months),2,2,2,6
53089,0,11,Computer,1,32,Credit Card,Female,4,4,Laptop & Accessory,3,Divorced,5,1,16,4,11,8,169.49,Stable (6-12 months),1,3,2,6
53090,0,5,Mobile Phone,1,7,Debit Card,Male,4,5,Mobile Phone,5,Divorced,3,0,13,1,4,3,147.18,Recent (3-6 months),2,3,1,6
53091,0,13,Computer,1,7,Debit Card,Male,3,4,Others,3,Married,3,1,16,1,2,7,316.97,Loyal (12+ months),1,2,3,6
53092,0,30,Computer,3,13,Debit Card,Female,3,3,Grocery,5,Divorced,11,0,12,3,3,8,257.12,Loyal (12+ months),1,3,3,7
53093,0,4,Mobile Phone,3,19,Cash on Delivery,Female,3,4,Laptop & Accessory,3,Single,2,0,12,4,5,5,190.77,Recent (3-6 months),2,3,3,8
53094,0,15,Mobile Phone,3,7,E wallet,Male,3,3,Fashion,5,Divorced,3,0,17,2,2,8,208.92,Loyal (12+ months),1,2,3,6
53095,0,2,Mobile Phone,1,24,Credit Card,Male,4,4,Laptop & Accessory,5,Married,3,0,13,1,2,9,170.58,New (< 3 months),1,2,2,5
53096,1,1,Mobile Phone,1,10,Credit Card,Male,4,4,Mobile Phone,5,Divorced,7,0,14,2,2,3,165.31,New (< 3 months),2,2,2,6
53097,0,26,Mobile Phone,1,10,Credit Card,Male,3,5,Fashion,3,Divorced,4,1,15,1,2,5,204.69,Loyal (12+ months),2,2,3,7
53098,0,19,Mobile Phone,1,17,Debit Card,Male,4,4,Mobile Phone,2,Divorced,5,0,22,2,2,3,151.54,Loyal (12+ months),2,2,2,6
53099,0,26,Mobile Phone,1,11,Debit Card,Female,2,4,Grocery,2,Divorced,4,0,14,2,2,5,290.55,Loyal (12+ months),2,2,3,7
53100,0,16,Computer,1,36,Debit Card,Female,4,4,Laptop & Accessory,3,Married,4,0,12,2,2,3,170.56,Loyal (12+ months),2,2,2,6
53101,0,4,Mobile Phone,1,9,Debit Card,Female,3,6,Laptop & Accessory,2,Single,4,0,21,1,2,3,185.91,Recent (3-6 months),2,2,3,7
53102,0,31,Mobile Phone,1,14,Debit Card,Female,3,4,Others,5,Divorced,7,0,16,1,12,11,320.66,Loyal (12+ months),1,3,3,7
53103,0,20,Mobile Phone,1,25,Credit Card,Female,3,4,Laptop & Accessory,3,Married,4,0,15,1,2,9,173.1,Loyal (12+ months),1,2,2,5
53104,0,16,Computer,1,35,Cash on Delivery,Female,3,5,Laptop & Accessory,2,Divorced,2,0,12,1,2,5,170.23,Loyal (12+ months),2,2,2,6
53105,1,1,Mobile Phone,3,7,Cash on Delivery,Female,4,4,Mobile Phone,4,Single,3,1,17,2,2,5,157.02,New (< 3 months),2,2,2,6
53106,1,1,Computer,3,13,E wallet,Female,3,6,Mobile Phone,3,Married,2,0,17,2,2,1,148.51,New (< 3 months),3,2,1,6
53107,0,12,Computer,1,9,Debit Card,Male,3,4,Mobile Phone,2,Divorced,3,1,24,2,2,1,142.02,Stable (6-12 months),3,2,1,6
53108,0,14,Mobile Phone,3,9,Debit Card,Female,4,4,Others,3,Divorced,2,0,16,1,2,13,305.41,Loyal (12+ months),1,2,3,6
53109,0,1,Mobile Phone,1,30,Debit Card,Female,3,4,Mobile Phone,2,Married,3,0,23,2,2,3,153.86,New (< 3 months),2,2,2,6
53110,0,4,Computer,1,10,Debit Card,Male,3,4,Mobile Phone,2,Divorced,6,0,16,1,2,5,145.97,Recent (3-6 months),2,2,1,5
53111,0,3,Mobile Phone,1,10,Credit Card,Male,4,5,Fashion,3,Divorced,3,0,19,2,3,8,244.35000000000002,New (< 3 months),1,3,3,7
53112,1,1,Mobile Phone,1,32,Cash on Delivery,Female,4,5,Mobile Phone,4,Divorced,7,0,17,1,2,2,150.46,New (< 3 months),3,2,2,7
53113,1,1,Mobile Phone,2,9,Cash on Delivery,Male,3,5,Mobile Phone,2,Single,3,0,13,2,2,1,150.64,New (< 3 months),3,2,2,7
53114,0,4,Computer,3,29,UPI,Female,4,4,Fashion,5,Divorced,2,0,12,3,8,9,209.12,Recent (3-6 months),1,3,3,7
53115,0,31,Mobile Phone,3,36,E wallet,Male,3,5,Grocery,2,Married,5,0,13,2,2,1,266.18,Loyal (12+ months),3,2,3,8
53116,0,24,Mobile Phone,1,36,Debit Card,Male,3,5,Grocery,3,Divorced,2,0,16,12,16,8,295.46,Loyal (12+ months),1,3,3,7
53117,0,4,Computer,1,9,Credit Card,Female,3,4,Mobile Phone,2,Single,2,0,15,6,7,8,150.64,Recent (3-6 months),1,3,2,6
53118,0,31,Computer,3,35,E wallet,Female,4,5,Fashion,5,Divorced,6,0,20,14,14,5,227.66,Loyal (12+ months),2,3,3,8
53119,0,21,Mobile Phone,1,9,Credit Card,Female,4,4,Laptop & Accessory,2,Married,7,0,14,1,2,5,175.7,Loyal (12+ months),2,2,2,6
53120,0,20,Mobile Phone,1,9,Debit Card,Male,3,4,Grocery,3,Divorced,8,0,16,1,2,2,303.61,Loyal (12+ months),3,2,3,8
53121,0,9,Mobile Phone,1,29,Debit Card,Male,3,6,Mobile Phone,3,Single,2,0,16,3,5,4,167.3,Stable (6-12 months),2,3,2,7
53122,0,28,Mobile Phone,1,15,Debit Card,Female,3,4,Laptop & Accessory,3,Single,9,0,12,2,2,1,162.8,Loyal (12+ months),3,2,2,7
53123,0,8,Mobile Phone,1,9,Debit Card,Male,4,5,Mobile Phone,3,Married,5,0,13,6,6,8,152.68,Stable (6-12 months),1,3,2,6
53124,0,20,Mobile Phone,3,17,E wallet,Female,4,5,Fashion,2,Divorced,4,1,20,2,2,5,215.71,Loyal (12+ months),2,2,3,7
53125,0,5,Mobile Phone,1,16,Debit Card,Male,3,4,Fashion,4,Married,3,0,26,2,2,9,231.48000000000002,Recent (3-6 months),1,2,3,6
53126,1,1,Mobile Phone,1,22,Credit Card,Male,3,4,Fashion,3,Divorced,9,1,13,2,8,8,261.1,New (< 3 months),1,3,3,7
53127,1,1,Mobile Phone,1,17,Credit Card,Male,3,6,Mobile Phone,2,Married,9,0,14,1,2,4,159.08,New (< 3 months),2,2,2,6
53128,0,4,Mobile Phone,3,14,E wallet,Male,3,4,Mobile Phone,4,Single,2,0,15,2,2,3,154.83,Recent (3-6 months),2,2,2,6
53129,0,9,Mobile Phone,1,23,Debit Card,Male,4,4,Fashion,3,Divorced,6,1,13,1,2,1,201.32,Stable (6-12 months),3,2,3,8
53130,1,1,Computer,1,27,Debit Card,Male,4,4,Fashion,3,Divorced,5,0,13,2,2,5,223.24,New (< 3 months),2,2,3,7
53131,1,1,Computer,2,30,UPI,Female,3,4,Fashion,5,Married,11,1,16,2,2,5,224.5,New (< 3 months),2,2,3,7
53132,0,16,Computer,1,12,UPI,Male,4,4,Mobile Phone,3,Divorced,6,0,18,3,3,1,145.93,Loyal (12+ months),3,3,1,7
53133,0,10,Computer,3,17,Credit Card,Male,3,4,Fashion,2,Single,3,0,15,2,10,5,224.8,Stable (6-12 months),2,3,3,8
53134,1,1,Computer,1,11,Cash on Delivery,Male,3,5,Mobile Phone,3,Single,7,0,17,2,2,3,163.94,New (< 3 months),2,2,2,6
53135,0,22,Mobile Phone,3,9,E wallet,Female,3,4,Laptop & Accessory,2,Divorced,4,0,15,5,7,8,165.51,Loyal (12+ months),1,3,2,6
53136,0,29,Mobile Phone,3,25,Debit Card,Female,3,4,Grocery,4,Single,5,0,16,1,8,8,293.35,Loyal (12+ months),1,3,3,7
53137,0,15,Computer,3,17,Debit Card,Male,3,4,Laptop & Accessory,2,Single,9,0,15,1,2,11,187.3,Loyal (12+ months),1,2,3,6
53138,0,9,Mobile Phone,3,7,E wallet,Male,3,4,Laptop & Accessory,3,Divorced,11,0,12,4,7,10,172.17,Stable (6-12 months),1,3,2,6
53139,0,14,Mobile Phone,1,13,Debit Card,Female,4,4,Grocery,3,Single,9,0,16,5,3,14,257.37,Loyal (12+ months),1,3,3,7
53140,0,13,Computer,1,15,Debit Card,Female,3,4,Mobile Phone,3,Divorced,3,0,12,1,2,8,162.55,Loyal (12+ months),1,2,2,5
53141,0,5,Mobile Phone,3,9,Debit Card,Male,4,4,Laptop & Accessory,2,Single,6,1,14,2,2,6,190.82,Recent (3-6 months),1,2,3,6
53142,0,16,Mobile Phone,1,31,Credit Card,Male,3,4,Fashion,5,Divorced,3,1,22,5,6,9,199.06,Loyal (12+ months),1,3,3,7
53143,0,19,Mobile Phone,3,9,UPI,Male,4,4,Laptop & Accessory,4,Divorced,2,0,20,4,4,8,173.05,Loyal (12+ months),1,3,2,6
53144,1,1,Computer,2,24,Debit Card,Female,3,4,Mobile Phone,3,Married,2,1,12,1,2,1,152.41,New (< 3 months),3,2,2,7
53145,0,3,Mobile Phone,1,26,Cash on Delivery,Male,3,4,Laptop & Accessory,2,Married,6,0,13,1,2,3,167.62,New (< 3 months),2,2,2,6
53146,0,7,Mobile Phone,1,7,Credit Card,Female,4,3,Grocery,3,Married,6,0,20,2,2,6,286.84,Stable (6-12 months),1,2,3,6
53147,0,1,Mobile Phone,3,14,Debit Card,Male,3,5,Fashion,2,Married,11,0,22,2,3,2,240.57,New (< 3 months),3,3,3,9
53148,1,1,Computer,3,12,E wallet,Male,4,4,Mobile Phone,4,Single,3,1,15,2,2,1,143.78,New (< 3 months),3,2,1,6
53149,0,14,Computer,3,35,UPI,Male,3,6,Fashion,5,Married,5,0,16,2,3,2,234.32,Loyal (12+ months),3,3,3,9
53150,0,15,Computer,1,9,UPI,Female,4,5,Laptop & Accessory,3,Single,4,1,18,1,2,8,193.11,Loyal (12+ months),1,2,3,6
53151,0,1,Mobile Phone,3,36,Credit Card,Male,3,4,Laptop & Accessory,3,Married,7,0,13,2,2,1,168.06,New (< 3 months),3,2,2,7
53152,0,9,Mobile Phone,3,7,Credit Card,Female,4,4,Laptop & Accessory,3,Single,3,0,17,1,2,4,173.59,Stable (6-12 months),2,2,2,6
53153,0,8,Mobile Phone,3,28,Debit Card,Male,4,3,Laptop & Accessory,2,Single,3,0,13,6,6,8,178.37,Stable (6-12 months),1,3,2,6
53154,1,1,Mobile Phone,1,31,Cash on Delivery,Male,4,6,Mobile Phone,2,Single,3,1,19,2,2,1,148.4,New (< 3 months),3,2,1,6
53155,0,11,Mobile Phone,1,7,Cash on Delivery,Female,3,4,Fashion,2,Single,6,0,18,2,2,3,199.91,Stable (6-12 months),2,2,3,7
53156,0,20,Computer,1,25,Credit Card,Female,3,4,Fashion,3,Divorced,7,0,12,2,2,5,230.27,Loyal (12+ months),2,2,3,7
53157,0,15,Mobile Phone,3,9,Debit Card,Female,4,4,Grocery,5,Divorced,9,0,17,2,12,9,290.95,Loyal (12+ months),1,3,3,7
53158,0,11,Computer,3,16,Credit Card,Male,4,4,Fashion,4,Married,3,0,14,7,8,5,213.34,Stable (6-12 months),2,3,3,8
